	name
TIGR02644	pyrimidine-nucleoside phosphorylase
TIGR01308	ribosomal protein L30
TIGR03874	c-type cytochrome, methanol metabolism-related
TIGR01299	synaptic vesicle protein SV2
TIGR02250	FCP1-like phosphatase, phosphatase domain
TIGR02959	RNA polymerase sigma factor, SigZ family
TIGR02874	sporulation protein YtfJ
TIGR02861	small acid-soluble spore protein, H-type
TIGR01026	ATPase FliI/YscN family
TIGR02832	sporulation protein YunB
TIGR00504	pyroglutamyl-peptidase I
TIGR03762	archaeal exosortase
TIGR03070	transcriptional regulator, y4mF family
TIGR01340	aconitate hydratase, mitochondrial
TIGR00549	mevalonate kinase
TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
TIGR01808	chorismate mutase
TIGR01592	holin, SPP1 family
TIGR01195	sodium pump decarboxylases, gamma subunit
TIGR00763	ATP-dependent protease La
TIGR01150	photosynthetic reaction center H subunit
TIGR00456	arginyl-tRNA synthetase
TIGR01452	phosphoglycolate/pyridoxal phosphate phosphatase family
TIGR01898	CRISPR-associated RAMP protein, Cmr6 family
TIGR01338	phycocyanin, alpha subunit
TIGR02895	RNA polymerase sigma-I factor
TIGR03079	methane monooxygenase/ammonia monooxygenase, subunit B
TIGR00463	glutamyl-tRNA synthetase
TIGR00448	DNA-directed RNA polymerase
TIGR03764	integrating conjugative element, PFGI_1 class, ParB family protein
TIGR02816	PfaB family protein
TIGR00593	DNA polymerase I
TIGR01556	rhamnosyltransferase
TIGR03621	probable F420-dependent oxidoreductase, MSMEG_2516 family
TIGR02985	RNA polymerase sigma-70 factor, Bacteroides expansion family 1
TIGR03883	uncharacterized protein, coenzyme F420 biosynthesis associated
TIGR02780	P-type conjugative transfer protein TrbJ
TIGR03581	conserved hypothetical protein EF_0839/AHA_3917
TIGR01279	light-independent protochlorophyllide reductase, N subunit
TIGR01739	herpesvirus tegument protein/v-FGAM-synthase
TIGR02276	40-residue YVTN family beta-propeller repeat
TIGR01431	adenosine deaminase-related growth factor
TIGR01049	ribosomal protein S10
TIGR03337	transcriptional regulator protein
TIGR02888	sporulation protein, YlmC/YmxH family
TIGR02557	type III secretion protein HpaP
TIGR00979	fumarate hydratase, class II
TIGR02671	CRISPR-associated protein (provisional), Csx9 family
TIGR00169	3-isopropylmalate dehydrogenase
TIGR03688	proteasome accessory factor PafA2
TIGR03530	gliding motility-associated lipoprotein GldJ
TIGR01294	phospholamban
TIGR02852	dipicolinic acid synthetase, B subunit
TIGR01444	methyltransferase, FkbM family
TIGR02070	monofunctional biosynthetic peptidoglycan transglycosylase
TIGR00315	CO dehydrogenase/acetyl-CoA synthase complex, epsilon subunit
TIGR03269	methyl coenzyme M reductase system, component A2
TIGR03062	YhgE/Pip C-terminal domain
TIGR00522	diphthine synthase
TIGR02434	precorrin-6A synthase (deacetylating)
TIGR02195	lipopolysaccharide heptosyltransferase II
TIGR00833	Transport protein
TIGR02769	nickel import ATP-binding protein NikE
TIGR00602	checkpoint protein rad24
TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
TIGR02677	conserved hypothetical protein TIGR02677
TIGR03159	CRISPR-associated protein Csc1
TIGR02734	phytoene desaturase
TIGR01373	sarcosine oxidase, beta subunit family
TIGR03147	cytochrome c nitrite reductase, accessory protein NrfF
TIGR01542	phage portal protein, putative, A118 family
TIGR02658	methylamine dehydrogenase heavy chain
TIGR03592	membrane protein insertase, YidC/Oxa1 family
TIGR02715	amidohydrolase, AtzE family
TIGR00580	transcription-repair coupling factor
TIGR02327	conserved hypothetical integral membrane protein
TIGR01227	formimidoylglutamase
TIGR02086	3-isopropylmalate dehydratase, large subunit
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
TIGR02538	type IV-A pilus assembly ATPase PilB
TIGR03067	Planctomycetes uncharacterized domain TIGR03067
TIGR02884	delta-lactam-biosynthetic de-N-acetylase
TIGR02647	conserved hypothetical protein TIGR02647
TIGR00500	methionine aminopeptidase, type I
TIGR01125	MiaB-like tRNA modifying enzyme YliG, TIGR01125
TIGR00366	conserved hypothetical protein TIGR00366
TIGR00942	multicomponent Na+:H+ antiporter
TIGR00070	ATP phosphoribosyltransferase
TIGR00161	conserved hypothetical protein TIGR00161
TIGR01582	formate dehydrogenase, beta subunit
TIGR00743	conserved hypothetical protein
TIGR02298	3,4-dihydroxyphenylacetate 2,3-dioxygenase
TIGR00669	aspartate--ammonia ligase
TIGR03793	TOMM propeptide domain
TIGR02052	mercuric transport protein periplasmic component
TIGR03214	putative allantoin catabolism protein
TIGR03166	alternate F1F0 ATPase, F1 subunit epsilon
TIGR01257	rim ABC transporter
TIGR03859	coenzyme PQQ biosynthesis protein PqqD
TIGR02123	TRAP transporter, 4TM/12TM fusion protein
TIGR03748	integrating conjugative element protein PilL, PFGI-1 class
TIGR02405	trehalose operon repressor
TIGR01546	glyceraldehyde-3-phosphate dehydrogenase, type II
TIGR00104	probable methyltransferase, YaeB/AF_0241 family
TIGR02571	ComE operon protein 2
TIGR03677	50S ribosomal protein L7Ae
TIGR00074	hydrogenase assembly chaperone HypC/HupF
TIGR03628	archaeal ribosomal protein S11P
TIGR00055	di-trans,poly-cis-decaprenylcistransferase
TIGR00936	adenosylhomocysteinase
TIGR01245	anthranilate phosphoribosyltransferase
TIGR02409	gamma-butyrobetaine hydroxylase
TIGR00971	sulfate ABC transporter, sulfate-binding protein
TIGR00125	cytidyltransferase-related domain
TIGR02731	phytoene desaturase
TIGR02174	selT/selW/selH selenoprotein domain
TIGR01295	putative bacteriocin transport accessory protein
TIGR03036	tryptophan 2,3-dioxygenase
TIGR02788	P-type DNA transfer ATPase VirB11
TIGR02857	thiol reductant ABC exporter, CydD subunit
TIGR01502	methylaspartate ammonia-lyase
TIGR03400	18S rRNA biogenesis protein RCL1
TIGR01376	Chlamydial polymorphic outer membrane protein repeat
TIGR01919	bifunctional HisA/TrpF protein
TIGR00858	8-amino-7-oxononanoate synthase
TIGR01211	histone acetyltransferase, ELP3 family
TIGR02991	ectoine utilization protein EutB
TIGR01833	hydroxymethylglutaryl-CoA synthase
TIGR00271	uncharacterized hydrophobic domain
TIGR01259	comEA protein
TIGR02232	Myxococcus cysteine-rich repeat
TIGR02794	protein TolA
TIGR03643	conserved hypothetical protein TIGR03643
TIGR01888	CRISPR-associated protein, Cmr3 family
TIGR02247	Epoxide hydrolase N-terminal domain-like phosphatase
TIGR02710	CRISPR-associated protein, TIGR02710 family
TIGR01328	methionine gamma-lyase
TIGR01213	conserved hypothetical protein TIGR01213
TIGR02269	Myxococcus xanthus paralogous lipoprotein family TIGR02269
TIGR00413	rare lipoprotein A
TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
TIGR02562	CRISPR-associated helicase Cas3
TIGR03208	cyclohexanecarboxylate-CoA ligase
TIGR03421	iron donor protein CyaY
TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter)
TIGR02418	acetolactate synthase, catabolic
TIGR01204	6-carboxyhexanoate--CoA ligase
TIGR00910	glutamate:gamma-aminobutyrate antiporter
TIGR02744	type-F conjugative transfer system protein TrbI
TIGR00800	NCS1 nucleoside transporter family
TIGR00110	dihydroxy-acid dehydratase
TIGR01734	D-alanine--poly(phosphoribitol) ligase, subunit 1
TIGR03714	accessory Sec system translocase SecA2
TIGR00705	signal peptide peptidase SppA, 67K type
TIGR00677	methylenetetrahydrofolate reductase
TIGR03137	peroxiredoxin
TIGR02079	threonine dehydratase
TIGR01297	cation diffusion facilitator family transporter
TIGR03157	CRISPR-associated protein Csc2
TIGR01523	potassium/sodium efflux P-type ATPase, fungal-type
TIGR00103	DNA-binding protein, YbaB/EbfC family
TIGR03444	glutamate--cysteine ligase family protein
TIGR01870	CRISPR-associated protein, Csm2 family
TIGR00279	ribosomal protein L10.e
TIGR00427	membrane protein, MarC family
TIGR03818	flagellar motor stator protein MotA
TIGR00785	transporter, divalent anion:Na+ symporter (DASS) family
TIGR03572	glycosyl amidation-associated protein WbuZ
TIGR01425	signal recognition particle protein SRP54
TIGR00643	ATP-dependent DNA helicase RecG
TIGR01232	tagatose 1,6-diphosphate aldolase
TIGR02515	type IV pilus secretin PilQ
TIGR01646	Rhs element Vgr protein
TIGR00966	protein-export membrane protein SecF
TIGR02386	DNA-directed RNA polymerase, beta' subunit
TIGR01835	hydroxymethylglutaryl-CoA synthase
TIGR02964	xanthine dehydrogenase accessory protein XdhC
TIGR02416	carbon-monoxide dehydrogenase, large subunit
TIGR01209	RNA ligase, Pab1020 family
TIGR01822	2-amino-3-ketobutyrate coenzyme A ligase
TIGR02478	6-phosphofructokinase
TIGR00441	phosphoheptose isomerase
TIGR02368	dimethylamine:corrinoid methyltransferase
TIGR03231	anthranilate 1,2-dioxygenase, small subunit
TIGR02889	germination protein YpeB
TIGR01357	3-dehydroquinate synthase
TIGR00831	Na+/H+ antiporter
TIGR01927	o-succinylbenzoic acid (OSB) synthetase
TIGR02719	poly-beta-hydroxybutyrate-responsive repressor
TIGR01736	phosphoribosylformylglycinamidine synthase II
TIGR02273	16S rRNA processing protein RimM
TIGR01561	putative glycogen debranching enzyme, archaeal type
TIGR00728	oligopeptide transporters, OPT superfamily
TIGR01490	HAD hydrolase, family IB
TIGR02789	nickel ABC transporter, permease subunit NikB
TIGR02681	phage regulatory protein, Rha family
TIGR00648	recombination protein U
TIGR03233	DNA sulfur modification protein DndB
TIGR03652	iron-sulfur cluster repair di-iron protein
TIGR03086	conserved hypothetical protein TIGR03086
TIGR01637	phage transcriptional regulator, ArpU family
TIGR02302	conserved hypothetical protein TIGR02302
TIGR03871	quinoprotein dehydrogenase-associated probable ABC transporter substrate-binding protein
TIGR02143	tRNA (uracil-5-)-methyltransferase
TIGR03145	cytochrome c nitrate reductase biogenesis protein NrfE
TIGR00736	putative TIM-barrel protein
TIGR03854	probable F420-dependent oxidoreductase, MSMEG_3544 family
TIGR00935	arsenical pump membrane protein
TIGR03488	CRISPR-associated protein, Cas5p family
TIGR00474	L-seryl-tRNA selenium transferase
TIGR03830	putative zinc finger/helix-turn-helix protein, YgiT family
TIGR02198	bifunctional protein RfaE, domain I
TIGR03811	tyrosine decarboxylase
TIGR03118	conserved hypothetical protein TIGR03118
TIGR02359	thiW protein
TIGR01798	citrate (Si)-synthase
TIGR01579	MiaB-like tRNA modifying enzyme
TIGR00521	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase
TIGR02928	orc1/cdc6 family replication initiation protein
TIGR00564	anthranilate synthase component I
TIGR02474	pectate lyase
TIGR03435	Solibacter paralogous family TIGR03435
TIGR03464	squalene synthase HpnC
TIGR03370	variant PEP-CTERM putative exosortase signal, Roseobacter type
TIGR03099	pyridoxal-dependent decarboxylase, exosortase system type 1 associated
TIGR03846	sulfopyruvate decarboxylase, beta subunit
TIGR00290	MJ0570-related uncharacterized domain
TIGR00255	conserved hypothetical protein TIGR00255
TIGR00903	major facilitator 4 family protein
TIGR02475	cobalamin biosynthesis protein CobW
TIGR00976	hydrolase CocE/NonD family protein
TIGR00346	azaleucine resistance protein AzlC
TIGR02730	carotene isomerase
TIGR02827	anaerobic ribonucleoside-triphosphate reductase
TIGR03884	selenium-binding protein
TIGR03054	putative photosynthetic complex assembly protein
TIGR01506	riboflavin synthase
TIGR00273	iron-sulfur cluster-binding protein
TIGR01312	xylulokinase
TIGR00174	tRNA delta(2)-isopentenylpyrophosphate transferase
TIGR00720	L-serine ammonia-lyase
TIGR01747	diaminopropionate ammonia-lyase family
TIGR03502	extracellular lipase, Pla-1/cef family
TIGR03146	cytochrome c nitrite reductase, pentaheme subunit
TIGR01757	malate dehydrogenase, NADP-dependent
TIGR01021	ribosomal protein S5
TIGR01428	haloacid dehalogenase, type II
TIGR00902	MFS transporter, phenyl propionate permease (PPP) family
TIGR01398	flagellar biosynthesis protein FlhA
TIGR01653	bacteriocin, lactococcin 972 family
TIGR02949	anti-sigma factor, TIGR02949 family
TIGR01450	exodeoxyribonuclease V, gamma subunit
TIGR02095	glycogen/starch synthases, ADP-glucose type
TIGR00377	anti-anti-sigma factor
TIGR02128	bifunctional phosphoglucose/phosphomannose isomerase
TIGR01724	H2-forming N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase-related protein
TIGR01349	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
TIGR02675	tape measure domain
TIGR01767	5-methylthioribose kinase
TIGR02541	flagellar rod assembly protein/muramidase FlgJ
TIGR03474	incFII family plasmid replication initiator RepA
TIGR01255	formate acetyltransferase
TIGR03329	putative aminophosphonate oxidoreductase
TIGR01586	cysteine protease domain, YopT-type
TIGR03682	arCOG04112 universal archaeal diphthamide biosynthesis domain protein
TIGR01681	HAD phosphatase, family IIIC
TIGR02170	thymidylate synthase, flavin-dependent
TIGR02753	superoxide dismutase, Ni
TIGR00182	fatty acid/phospholipid synthesis protein PlsX
TIGR01043	ATP synthase archaeal, A subunit
TIGR00375	conserved hypothetical protein TIGR00375
TIGR01897	CRISPR-associated protein, MJ1666 family
TIGR03193	4-hydroxybenzoyl-CoA reductase, gamma subunit
TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
TIGR02061	adenylylsulfate reductase, alpha subunit
TIGR01134	amidophosphoribosyltransferase
TIGR00049	iron-sulfur cluster assembly accessory protein
TIGR01486	mannosyl-3-phosphoglycerate phosphatase family
TIGR01784	conserved hypothetical protein
TIGR01801	chorismate mutase
TIGR03738	PRTRC system protein C
TIGR03195	4-hydroxybenzoyl-CoA reductase, beta subunit
TIGR03112	6-pyruvoyl tetrahydropterin synthase-related domain
TIGR02612	mobile mystery protein A
TIGR03732	lantibiotic protection ABC transporter permease subunit, MutE/EpiE family
TIGR00026	deazaflavin-dependent nitroreductase family protein
TIGR01834	poly(R)-hydroxyalkanoic acid synthase, class III, PhaE subunit
TIGR02957	RNA polymerase sigma-70 factor, TIGR02957 family
TIGR01051	DNA topoisomerase I
TIGR02870	stage II sporulation protein D
TIGR00309	V-type ATPase, D subunit
TIGR03358	type VI secretion protein, VC_A0107 family
TIGR02159	phenylacetate-CoA oxygenase, PaaJ subunit
TIGR00493	ATP-dependent Clp protease, proteolytic subunit ClpP
TIGR03623	probable DNA repair protein
TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
TIGR00019	peptide chain release factor 1
TIGR00345	arsenite-activated ATPase (arsA)
TIGR03496	flagellar protein export ATPase FliI
TIGR01991	Fe-S protein assembly chaperone HscA
TIGR01234	L-ribulokinase
TIGR01507	squalene-hopene cyclase
TIGR02954	RNA polymerase sigma-70 factor, TIGR02954 family
TIGR02933	nitrogen fixation protein NifM
TIGR01262	maleylacetoacetate isomerase
TIGR01118	galactose-6-phosphate isomerase, LacA subunit
TIGR01709	general secretion pathway protein L
TIGR03716	integral membrane protein, YkoY family
TIGR01557	myb-like DNA-binding domain, SHAQKYF class
TIGR01555	phage-associated protein, HI1409 family
TIGR03246	succinylornithine transaminase family
TIGR00091	tRNA (guanine-N(7)-)-methyltransferase
TIGR01618	phage nucleotide-binding protein
TIGR03517	gliding motility-associated protein GldM
TIGR03132	triphosphoribosyl-dephospho-CoA synthase MdcB
TIGR02670	CRISPR-associated protein Csx8 (provisional)
TIGR01201	putative DNA-binding protein
TIGR02316	propionate--CoA ligase
TIGR00711	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
TIGR03186	alpha-ketoglutarate dehydrogenase
TIGR03020	transcriptional regulator EpsA
TIGR03840	thiopurine S-methyltransferase, Se/Te detoxification family
TIGR01442	small, acid-soluble spore protein, gamma-type
TIGR03368	cellulose synthase operon protein YhjU
TIGR00118	acetolactate synthase, large subunit, biosynthetic type
TIGR01183	nitrate ABC transporter, permease protein
TIGR03570	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
TIGR03798	bacteriocin propeptide, TIGR03798 family
TIGR00752	outer membrane lipoprotein, Slp family
TIGR00701	conserved hypothetical protein TIGR00701
TIGR01844	type I secretion outer membrane protein, TolC family
TIGR01449	phosphoglycolate phosphatase, bacterial
TIGR00683	N-acetylneuraminate lyase
TIGR02227	signal peptidase I
TIGR00868	calcium-activated chloride channel protein 1
TIGR00646	DNA primase homolog
TIGR02687	conserved hypothetical protein TIGR02687
TIGR01236	1-pyrroline-5-carboxylate dehydrogenase
TIGR02544	type III secretion apparatus lipoprotein, YscJ/HrcJ family
TIGR01854	UDP-2,3-diacylglucosamine hydrolase
TIGR03094	sulfocyanin
TIGR02131	polyhydroxyalkanoic acid inclusion protein PhaP
TIGR01058	DNA topoisomerase IV, B subunit
TIGR03084	conserved hypothetical protein TIGR03084
TIGR01876	CRISPR-associated protein Cas5, Dvulg subtype
TIGR02818	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
TIGR01612	rhoptry protein
TIGR03375	type I secretion system ATPase
TIGR00734	hisA/hisF family protein
TIGR02339	thermosome, various subunits, archaeal
TIGR02352	glycine oxidase ThiO
TIGR01524	magnesium-translocating P-type ATPase
TIGR01089	L-fucose isomerase
TIGR01063	DNA gyrase, A subunit
TIGR01034	methionine adenosyltransferase
