PFAM_ACC	PFAM_Name	PFAM_desc
pfam09112	N-glycanase_N	Peptide-N-glycosidase F, N terminal
pfam09113	N-glycanase_C	Peptide-N-glycosidase F, C terminal
pfam01312	Bac_export_2	FlhB HrpN YscU SpaS Family
pfam16905	GPHH	Voltage-dependent L-type calcium channel, IQ-associated
pfam08763	Ca_chan_IQ	Voltage gated calcium channel IQ domain
pfam04636	PA26	PA26 p53-induced protein (sestrin)
pfam03583	LIP	Secretory lipase
pfam08930	DUF1912	Domain of unknown function (DUF1912)
pfam02336	Denso_VP4	Capsid protein VP4
pfam01654	Cyt_bd_oxida_I	Cytochrome bd terminal oxidase subunit I
pfam02322	Cyt_bd_oxida_II	Cytochrome bd terminal oxidase subunit II
pfam14447	Prok-RING_4	Prokaryotic RING finger family 4
pfam16753	Tipalpha	TNF-alpha-Inducing protein of Helicobacter
pfam16739	CARD_2	Caspase recruitment domain
pfam01924	HypD	Hydrogenase formation hypA family
pfam05082	Rop-like	Rop-like
pfam15009	TMEM173	Transmembrane protein 173
pfam13733	Glyco_transf_7N	N-terminal region of glycosyl transferase group 7
pfam02709	Glyco_transf_7C	N-terminal domain of galactosyltransferase
pfam16073	SAT	Starter unit:ACP transacylase in aflatoxin biosynthesis
pfam09151	DUF1936	Domain of unknown function (DUF1936)
pfam12940	RAG1	Recombination-activation protein 1 (RAG1), recombinase
pfam03205	MobB	Molybdopterin guanine dinucleotide synthesis protein B
pfam08243	SPT2	SPT2 chromatin protein
pfam07181	VirC2	VirC2 protein
pfam04691	ApoC-I	Apolipoprotein C-I (ApoC-1)
pfam13740	ACT_6	ACT domain
pfam05630	NPP1	Necrosis inducing protein (NPP1)
pfam09349	OHCU_decarbox	OHCU decarboxylase
pfam03536	VRP3	Salmonella virulence-associated 28kDa protein
pfam11483	DUF3209	Protein of unknown function (DUF3209)
pfam02298	Cu_bind_like	Plastocyanin-like domain
pfam08066	PMC2NT	PMC2NT (NUC016) domain
pfam04000	Sas10_Utp3	Sas10/Utp3/C1D family
pfam06228	ChuX_HutX	Haem utilisation ChuX/HutX
pfam13969	Pab87_oct	Pab87 octamerisation domain
pfam02586	SRAP	SOS response associated peptidase (SRAP)
pfam01303	Egg_lysin	Egg lysin (Sperm-lysin)
pfam15515	MvaI_BcnI	MvaI/BcnI restriction endonuclease family
pfam10743	Phage_Cox	Regulatory phage protein cox
pfam15899	BNR_6	BNR-Asp box repeat
pfam02189	ITAM	Immunoreceptor tyrosine-based activation motif
pfam03834	Rad10	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
pfam11616	EZH2_WD-Binding	WD repeat binding protein EZH2
pfam14560	Ubiquitin_2	Ubiquitin-like domain
pfam03120	DNA_ligase_OB	NAD-dependent DNA ligase OB-fold domain
pfam03119	DNA_ligase_ZBD	NAD-dependent DNA ligase C4 zinc finger domain
pfam12826	HHH_2	Helix-hairpin-helix motif
pfam04301	DUF452	Protein of unknown function (DUF452)
pfam11626	Rap1_C	TRF2-interacting telomeric protein/Rap1 - C terminal domain
pfam17185	NlpE_C	NlpE C-terminal OB domain
pfam13026	DUF3887	Protein of unknown function (DUF3887)
pfam05942	PaREP1	Archaeal PaREP1/PaREP8 family
pfam11407	RestrictionMunI	Type II restriction enzyme MunI
pfam08866	DUF1831	Putative amino acid metabolism
pfam05269	Phage_CII	Bacteriophage CII protein
pfam13805	Pil1	Eisosome component PIL1
pfam01709	Transcrip_reg	Transcriptional regulator
pfam16457	PH_12	Pleckstrin homology domain
pfam02900	LigB	Catalytic LigB subunit of aromatic ring-opening dioxygenase
pfam07746	LigA	Aromatic-ring-opening dioxygenase LigAB, LigA subunit
pfam03552	Cellulose_synt	Cellulose synthase
pfam03170	BcsB	Bacterial cellulose synthase subunit
pfam08328	ASL_C	Adenylosuccinate lyase C-terminal
pfam05401	NodS	Nodulation protein S (NodS)
pfam02152	FolB	Dihydroneopterin aldolase
pfam00097	zf-C3HC4	Zinc finger, C3HC4 type (RING finger)
pfam14835	zf-RING_6	zf-RING of BARD1-type protein
pfam04314	PCuAC	Copper chaperone PCu(A)C
pfam01119	DNA_mis_repair	DNA mismatch repair protein, C-terminal domain
pfam06304	DUF1048	Protein of unknown function (DUF1048)
pfam13427	DUF4111	Domain of unknown function (DUF4111)
pfam04857	CAF1	CAF1 family ribonuclease
pfam01424	R3H	R3H domain
pfam16325	Peptidase_U32_C	Peptidase family U32 C-terminal domain
pfam03885	DUF327	Protein of unknown function (DUF327)
pfam00819	Myotoxins	Myotoxin, crotamine
pfam00779	BTK	BTK motif
pfam07303	Occludin_ELL	Occludin homology domain
pfam04582	Reo_sigmaC	Reovirus sigma C capsid protein
pfam07809	RTP801_C	RTP801 C-terminal region
pfam08127	Propeptide_C1	Peptidase family C1 propeptide
pfam10488	PP1c_bdg	Phosphatase-1 catalytic subunit binding region
pfam06487	SAP18	Sin3 associated polypeptide p18 (SAP18)
pfam07979	Intimin_C	Intimin C-type lectin domain
pfam07610	DUF1573	Protein of unknown function (DUF1573)
pfam05063	MT-A70	MT-A70
pfam13812	PPR_3	Pentatricopeptide repeat domain
pfam13041	PPR_2	PPR repeat family
pfam01535	PPR	PPR repeat
pfam12854	PPR_1	PPR repeat
pfam01883	FeS_assembly_P	Iron-sulfur cluster assembly protein
pfam00292	PAX	'Paired box' domain
pfam07196	Flagellin_IN	Flagellin hook IN motif
pfam09034	TRADD_N	TRADD, N-terminal domain
pfam05532	CsbD	CsbD-like
pfam03722	Hemocyanin_N	Hemocyanin, all-alpha domain
pfam00372	Hemocyanin_M	Hemocyanin, copper containing domain
pfam03723	Hemocyanin_C	Hemocyanin, ig-like domain
pfam02041	Auxin_BP	Auxin binding protein
pfam16295	TetR_C_10	Tetracycline repressor, C-terminal all-alpha domain
pfam04410	Gar1	Gar1/Naf1 RNA binding region
pfam13177	DNA_pol3_delta2	DNA polymerase III, delta subunit
pfam14531	Kinase-like	Kinase-like
pfam16690	MMACHC	Methylmalonic aciduria and homocystinuria type C family
pfam06471	NSP11	NSP11
pfam02037	SAP	SAP domain
pfam02110	HK	Hydroxyethylthiazole kinase family
pfam01541	GIY-YIG	GIY-YIG catalytic domain
pfam06920	DHR-2	Dock homology region 2
pfam03166	MH2	MH2 domain
pfam05569	Peptidase_M56	BlaR1 peptidase M56
pfam06321	P_gingi_FimA	Major fimbrial subunit protein (FimA)
pfam01402	RHH_1	Ribbon-helix-helix protein, copG family
pfam15965	zf-TRAF_2	TRAF-like zinc-finger
pfam04157	EAP30	EAP30/Vps36 family
pfam05871	ESCRT-II	ESCRT-II complex subunit
pfam11962	Peptidase_G2	Peptidase_G2, IMC autoproteolytic cleavage domain
pfam03325	Herpes_PAP	Herpesvirus polymerase accessory protein
pfam00585	Thr_dehydrat_C	C-terminal regulatory domain of Threonine dehydratase
pfam10591	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region
pfam09313	DUF1971	Domain of unknown function (DUF1971)
pfam12145	Med12-LCEWAV	Eukaryotic Mediator 12 subunit domain
pfam04839	PSRP-3_Ycf65	Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)
pfam17067	RPS31	Ribosomal protein S31e
pfam07829	Toxin_14	Alpha-A conotoxin PIVA-like protein
pfam14659	Phage_int_SAM_3	Phage integrase, N-terminal SAM-like domain
pfam01410	COLFI	Fibrillar collagen C-terminal domain
pfam03840	SecG	Preprotein translocase SecG subunit
pfam04131	NanE	Putative N-acetylmannosamine-6-phosphate epimerase
pfam09167	DUF1942	Domain of unknown function (DUF1942)
pfam02617	ClpS	ATP-dependent Clp protease adaptor protein ClpS
pfam01754	zf-A20	A20-like zinc finger
pfam16849	Glyco_transf_88	Glycosyltransferase family 88
pfam00786	PBD	P21-Rho-binding domain
pfam02093	Gag_p30	Gag P30 core shell protein
pfam12719	Cnd3	Nuclear condensing complex subunits, C-term domain
pfam05786	Cnd2	Condensin complex subunit 2
pfam07998	Peptidase_M54	Peptidase family M54
pfam00770	Peptidase_C5	Adenovirus endoprotease
pfam09646	Gp37	Gp37 protein
pfam04864	Alliinase_C	Allinase
pfam06441	EHN	Epoxide hydrolase N terminus
pfam08972	DUF1902	Domain of unknown function (DUF1902)
pfam11566	PI31_Prot_N	PI31 proteasome regulator N-terminal
pfam15150	PMAIP1	Phorbol-12-myristate-13-acetate-induced
pfam06470	SMC_hinge	SMC proteins Flexible Hinge Domain
pfam12104	Tcell_CD4_C	T cell CD4 receptor C terminal region
pfam00460	Flg_bb_rod	Flagella basal body rod protein
pfam06429	Flg_bbr_C	Flagellar basal body rod FlgEFG protein C-terminal
pfam08988	T3SS_needle_E	Type III secretion system, cytoplasmic E component of needle
pfam09477	Type_III_YscG	Bacterial type II secretion system chaperone protein (type_III_yscG)
pfam16770	RTT107_BRCT_5	Regulator of Ty1 transposition protein 107 BRCT domain
pfam09142	TruB_C	tRNA Pseudouridine synthase II, C terminal
pfam02962	CHMI	5-carboxymethyl-2-hydroxymuconate isomerase
pfam05321	HHA	Haemolysin expression modulating protein
pfam06481	COX_ARM	COX Aromatic Rich Motif
pfam01933	UPF0052	Uncharacterised protein family UPF0052
pfam13474	SnoaL_3	SnoaL-like domain
pfam06525	SoxE	Sulfocyanin (SoxE) domain
pfam06368	Met_asp_mut_E	Methylaspartate mutase E chain (MutE)
pfam04181	RPAP2_Rtr1	Rtr1/RPAP2 family
pfam05690	ThiG	Thiazole biosynthesis protein ThiG
pfam06371	Drf_GBD	Diaphanous GTPase-binding Domain
pfam06367	Drf_FH3	Diaphanous FH3 Domain
pfam06345	Drf_DAD	DRF Autoregulatory Domain
pfam07152	YaeQ	YaeQ protein
pfam14674	FANCI_S1-cap	FANCI solenoid 1 cap
pfam14675	FANCI_S1	FANCI solenoid 1
pfam14679	FANCI_HD1	FANCI helical domain 1
pfam14676	FANCI_S2	FANCI solenoid 2
pfam14680	FANCI_HD2	FANCI helical domain 2
pfam14677	FANCI_S3	FANCI solenoid 3
pfam14678	FANCI_S4	FANCI solenoid 4
pfam03435	Sacchrp_dh_NADP	Saccharopine dehydrogenase NADP binding domain
pfam16653	Sacchrp_dh_C	Saccharopine dehydrogenase C-terminal domain
pfam15919	HicB_lk_antitox	HicB_like antitoxin of bacterial toxin-antitoxin system
pfam07927	HicA_toxin	HicA toxin of bacterial toxin-antitoxin,
pfam08614	ATG16	Autophagy protein 16 (ATG16)
pfam01034	Syndecan	Syndecan domain
pfam01695	IstB_IS21	IstB-like ATP binding protein
pfam04568	IATP	Mitochondrial ATPase inhibitor, IATP
pfam05131	Pep3_Vps18	Pep3/Vps18/deep orange family
pfam09496	CENP-O	Cenp-O kinetochore centromere component
pfam02203	TarH	Tar ligand binding domain homologue
pfam03291	Pox_MCEL	mRNA capping enzyme
pfam02607	B12-binding_2	B12 binding domain
pfam13401	AAA_22	AAA domain
pfam01643	Acyl-ACP_TE	Acyl-ACP thioesterase
pfam07501	G5	G5 domain
pfam17041	SasG_E	E domain
pfam11549	Sec31	Protein transport protein SEC31
pfam03461	TRCF	TRCF domain
pfam14814	UB2H	Bifunctional transglycosylase second domain
pfam07837	FTCD_N	Formiminotransferase domain, N-terminal subdomain
pfam02971	FTCD	Formiminotransferase domain
pfam04961	FTCD_C	Formiminotransferase-cyclodeaminase
pfam02467	Whib	Transcription factor WhiB
pfam01167	Tub	Tub family
pfam05475	Chlam_vir	Pgp3 C-terminal domain
pfam16550	RPN13_C	UCH-binding domain
pfam11538	Snurportin1	Snurportin1
pfam02300	Fumarate_red_C	Fumarate reductase subunit C
pfam02313	Fumarate_red_D	Fumarate reductase subunit D
pfam02428	Prot_inhib_II	Potato type II proteinase inhibitor family
pfam03481	SUA5	Putative GTP-binding controlling metal-binding
pfam12108	SF3a60_bindingd	Splicing factor SF3a60 binding domain
pfam11857	DUF3377	Domain of unknown function (DUF3377)
pfam02682	CT_C_D	Carboxyltransferase domain, subdomain C and D
pfam16473	DUF5051	3' exoribonuclease, RNase T-like
pfam11508	DUF3218	Protein of unknown function (DUF3218)
pfam08581	Tup_N	Tup N-terminal
pfam14561	TPR_20	Tetratricopeptide repeat
pfam01935	DUF87	Domain of unknown function DUF87
pfam08334	T2SSG	Type II secretion system (T2SS), protein G
pfam16099	RMI1_C	Recq-mediated genome instability protein 1, C-terminal OB-fold
pfam16100	RMI2	RecQ-mediated genome instability protein 2
pfam09341	Pcc1	Transcription factor Pcc1
pfam01520	Amidase_3	N-acetylmuramoyl-L-alanine amidase
pfam07931	CPT	Chloramphenicol phosphotransferase-like protein
pfam15526	Ntox21	Novel toxin 21
pfam09757	Arb2	Arb2 domain
pfam07533	BRK	BRK domain
pfam04438	zf-HIT	HIT zinc finger
pfam09500	YiiD_C	Putative thioesterase (yiiD_Cterm)
pfam02006	PPS_PS	Phosphopantothenate/pantothenate synthetase
pfam10456	BAR_3_WASP_bdg	WASP-binding domain of Sorting nexin protein
pfam04068	RLI	Possible Fer4-like domain in RNase L inhibitor, RLI
pfam08204	V-set_CD47	CD47 immunoglobulin-like domain
pfam03497	Anthrax_toxA	Anthrax toxin LF subunit
pfam14947	HTH_45	Winged helix-turn-helix
pfam03544	TonB_C	Gram-negative bacterial TonB protein C-terminal
pfam01210	NAD_Gly3P_dh_N	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
pfam07479	NAD_Gly3P_dh_C	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
pfam02378	PTS_EIIC	Phosphotransferase system, EIIC
pfam10509	GalKase_gal_bdg	Galactokinase galactose-binding signature
pfam01815	Rop	Rop protein
pfam04832	SOUL	SOUL heme-binding protein
pfam09250	Prim-Pol	Bifunctional DNA primase/polymerase, N-terminal
pfam00482	T2SSF	Type II secretion system (T2SS), protein F
pfam10341	TPP1	Shelterin complex subunit, TPP1/ACD
pfam05345	He_PIG	Putative Ig domain
pfam14845	Glycohydro_20b2	beta-acetyl hexosaminidase like
pfam10722	YbjN	Putative bacterial sensory transduction regulator
pfam01987	AIM24	Mitochondrial biogenesis AIM24
pfam11507	Transcript_VP30	Ebola virus-specific transcription factor VP30
pfam03864	Phage_cap_E	Phage major capsid protein E
pfam01429	MBD	Methyl-CpG binding domain
pfam09064	Tme5_EGF_like	Thrombomodulin like fifth domain, EGF-like
pfam00893	Multi_Drug_Res	Small Multidrug Resistance protein
pfam03912	Psb28	Psb28 protein
pfam00958	GMP_synt_C	GMP synthase C terminal domain
pfam08088	Toxin_19	Conotoxin I-superfamily
pfam03615	GCM	GCM motif protein
pfam02597	ThiS	ThiS family
pfam09470	Telethonin	Telethonin protein
pfam11308	Glyco_hydro_129	Glycosyl hydrolases related to GH101 family, GH129
pfam03146	NtA	Agrin NtA domain
pfam11729	Capsid-VNN	nodavirus capsid protein
pfam05927	Penaeidin	Penaeidin
pfam02212	GED	Dynamin GTPase effector domain
pfam13247	Fer4_11	4Fe-4S dicluster domain
pfam02559	CarD_CdnL_TRCF	CarD-like/TRCF domain
pfam03063	Prismane	Prismane/CO dehydrogenase family
pfam04371	PAD_porph	Porphyromonas-type peptidyl-arginine deiminase
pfam03598	CdhC	CO dehydrogenase/acetyl-CoA synthase complex beta subunit
pfam10120	ThiP_synth	Thiamine-phosphate synthase
pfam10765	DUF2591	Protein of unknown function (DUF2591)
pfam13678	Peptidase_M85	NFkB-p65-degrading zinc protease
pfam01846	FF	FF domain
pfam01608	I_LWEQ	I/LWEQ domain
pfam08388	GIIM	Group II intron, maturase-specific domain
pfam09037	Sulphotransf	Stf0 sulphotransferase
pfam02305	Phage_F	Capsid protein (F protein)
pfam02306	Phage_G	Major spike protein (G protein)
pfam04726	Microvir_J	Microvirus J protein
pfam00522	VPR	VPR/VPX protein
pfam08234	Spindle_Spc25	Chromosome segregation protein Spc25
pfam08286	Spc24	Spc24 subunit of Ndc80
pfam14793	DUF4478	Domain of unknown function (DUF4478)
pfam11892	DUF3412	Domain of unknown function (DUF3412)
pfam04052	TolB_N	TolB amino-terminal domain
pfam01870	Hjc	Archaeal holliday junction resolvase (hjc)
pfam09279	EF-hand_like	Phosphoinositide-specific phospholipase C, efhand-like
pfam00387	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
pfam10469	AKAP7_NLS	AKAP7 2'5' RNA ligase-like domain
pfam14528	LAGLIDADG_3	LAGLIDADG-like domain
pfam05400	FliT	Flagellar protein FliT
pfam01994	Trm56	tRNA ribose 2'-O-methyltransferase, aTrm56
pfam00908	dTDP_sugar_isom	dTDP-4-dehydrorhamnose 3,5-epimerase
pfam01669	Myelin_MBP	Myelin basic protein
pfam04900	Fcf1	Fcf1
pfam00426	VP4_haemagglut	Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain
pfam02626	CT_A_B	Carboxyltransferase domain, subdomain A and B
pfam01394	Clathrin_propel	Clathrin propeller repeat
pfam09268	Clathrin-link	Clathrin, heavy-chain linker
pfam01973	MAF_flag10	Protein of unknown function DUF115
pfam13690	CheX	Chemotaxis phosphatase CheX
pfam07467	BLIP	Beta-lactamase inhibitor (BLIP)
pfam03398	Ist1	Regulator of Vps4 activity in the MVB pathway
pfam16621	NECFESHC	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1
pfam06442	DHFR_2	R67 dihydrofolate reductase
pfam08479	POTRA_2	POTRA domain, ShlB-type
pfam08567	PH_TFIIH	TFIIH p62 subunit, N-terminal domain
pfam16786	RecA_dep_nuc	Recombination enhancement, RecA-dependent nuclease
pfam05496	RuvB_N	Holliday junction DNA helicase ruvB N-terminus
pfam05491	RuvB_C	Holliday junction DNA helicase ruvB C-terminus
pfam16224	DUF4883	DOmain of unknown function (DUF4883)
pfam15812	MREG	Melanoregulin
pfam07884	VKOR	Vitamin K epoxide reductase family
pfam12605	CK1gamma_C	Casein kinase 1 gamma C terminal
pfam13434	K_oxygenase	L-lysine 6-monooxygenase (NADPH-requiring)
pfam01264	Chorismate_synt	Chorismate synthase
pfam17408	MCD_N	Malonyl-CoA decarboxylase N-terminal domain
pfam05292	MCD	Malonyl-CoA decarboxylase C-terminal domain
pfam03012	PP_M1	Phosphoprotein
pfam07412	Geminin	Geminin
pfam16732	ComP_DUS	Type IV minor pilin ComP, DNA uptake sequence receptor
pfam01752	Peptidase_M9	Collagenase
pfam17214	KH_7	KH domain
pfam16661	Lactamase_B_6	Metallo-beta-lactamase superfamily domain
pfam04099	Sybindin	Sybindin-like family
pfam06460	NSP13	Coronavirus NSP13
pfam09401	NSP10	RNA synthesis protein NSP10
pfam05163	DinB	DinB family
pfam15036	IL34	Interleukin 34
pfam07986	TBCC	Tubulin binding cofactor C
pfam07063	DUF1338	Domain of unknown function (DUF1338)
pfam05764	YL1	YL1 nuclear protein
pfam02433	FixO	Cytochrome C oxidase, mono-heme subunit/FixO
pfam14715	FixP_N	N-terminal domain of cytochrome oxidase-cbb3, FixP
pfam03263	Cucumo_2B	Cucumovirus protein 2B
pfam05962	HutD	HutD
pfam11574	DUF3235	Protein of unknown function (DUF3235)
pfam03264	Cytochrom_NNT	NapC/NirT cytochrome c family, N-terminal region
pfam05494	MlaC	MlaC protein
pfam13429	TPR_15	Tetratricopeptide repeat
pfam09188	DUF1951	Domain of unknown function (DUF1951)
pfam03972	MmgE_PrpD	MmgE/PrpD family
pfam10955	DUF2757	Protein of unknown function (DUF2757)
pfam04880	NUDE_C	NUDE protein, C-terminal conserved region
pfam07230	Peptidase_S80	Bacteriophage T4-like capsid assembly protein (Gp20)
pfam09817	Zwilch	RZZ complex, subunit zwilch
pfam01725	Ham1p_like	Ham1 family
pfam10727	Rossmann-like	Rossmann-like domain
pfam04122	CW_binding_2	Putative cell wall binding repeat 2
pfam08978	Reoviridae_Vp9	Reoviridae VP9
pfam13495	Phage_int_SAM_4	Phage integrase, N-terminal SAM-like domain
pfam03401	TctC	Tripartite tricarboxylate transporter family receptor
pfam11421	Synthase_beta	ATP synthase F1 beta subunit
pfam00434	VP7	Glycoprotein VP7
pfam06535	RGM_N	Repulsive guidance molecule (RGM) N-terminus
pfam06534	RGM_C	Repulsive guidance molecule (RGM) C-terminus
pfam02792	Mago_nashi	Mago nashi protein
pfam09282	Mago-bind	Mago binding
pfam00236	Hormone_6	Glycoprotein hormone
pfam02678	Pirin	Pirin
pfam05726	Pirin_C	Pirin C-terminal cupin domain
pfam10832	DUF2559	Protein of unknown function (DUF2559)
pfam08674	AChE_tetra	Acetylcholinesterase tetramerisation domain
pfam14369	zinc_ribbon_9	zinc-ribbon
pfam12110	Nup96	Nuclear protein 96
pfam16731	GARP	Glutamic acid/alanine-rich protein of Trypanosoma
pfam11646	DUF3258	Protein of unknown function DUF3258
pfam00002	7tm_2	7 transmembrane receptor (Secretin family)
pfam01400	Astacin	Astacin (Peptidase family M12A)
pfam05361	PP1_inhibitor	PKC-activated protein phosphatase-1 inhibitor
pfam00913	Trypan_glycop	Trypanosome variant surface glycoprotein (A-type)
pfam03925	SeqA	SeqA protein C-terminal domain
pfam04480	DUF559	Protein of unknown function (DUF559)
pfam01527	HTH_Tnp_1	Transposase
pfam02196	RBD	Raf-like Ras-binding domain
pfam03562	MltA	MltA specific insert domain
pfam06725	3D	3D domain
pfam08976	EF-hand_11	EF-hand domain
pfam03656	Pam16	Pam16
pfam02074	Peptidase_M32	Carboxypeptidase Taq (M32) metallopeptidase
pfam07286	DUF1445	Protein of unknown function (DUF1445)
pfam03643	Vps26	Vacuolar protein sorting-associated protein 26
pfam01707	Peptidase_C9	Peptidase family C9
pfam07825	Exc	Excisionase-like protein
pfam03393	Pneumo_matrix	Pneumovirus matrix protein
pfam03162	Y_phosphatase2	Tyrosine phosphatase family
pfam00714	IFN-gamma	Interferon gamma
pfam09924	DUF2156	Uncharacterised conserved protein (DUF2156)
pfam08078	PsaX	PsaX family
pfam07066	DUF3882	Lactococcus phage M3 protein
pfam14601	TFX_C	DNA_binding protein, TFX, C-term
pfam00396	Granulin	Granulin
pfam03301	Trp_dioxygenase	Tryptophan 2,3-dioxygenase
pfam07836	DmpG_comm	DmpG-like communication domain
pfam09290	AcetDehyd-dimer	Prokaryotic acetaldehyde dehydrogenase, dimerisation
pfam04768	NAT	NAT, N-acetyltransferase, of N-acetylglutamate synthase
pfam10633	NPCBM_assoc	NPCBM-associated, NEW3 domain of alpha-galactosidase
pfam01436	NHL	NHL repeat
pfam09201	SRX	SRX, signal recognition particle receptor alpha subunit
pfam09439	SRPRB	Signal recognition particle receptor beta subunit
pfam10636	hemP	Hemin uptake protein hemP
