Cid	A	B	C	D	E	NAME	FORMULA	EXACT_MASS	MOL_WEIGHT	REMARK	PubChem	ChEBI	ChEMBL	PDB.CCD	LIPIDMAPS	LipidBank	SEQUENCE
C15232	Endocrine Disrupting Compounds	Pesticides and herbicides	Dithiocarbamate pesticides	C15232  Zineb		Zineb	C4H6N2S4. Zn	273.8705	275.7728		17396229	52498	CHEMBL1411246				
C15232	Pesticides	Pesticides	Fungicides	Dithiocarbamate fungicides		Zineb	C4H6N2S4. Zn	273.8705	275.7728		17396229	52498	CHEMBL1411246				
C15268	Lipids	PK  Polyketides	PK13 Aromatic polyketides	PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes		trans-2-(4-Nitrophenyl)-3-phenyloxirane;///trans- alpha,alpha'-Epoxy-4-nitrobibenzyl;///trans-4-Nitrostilbene oxide	C14H11NO3	241.0739	241.242		17396265	79770					
C15274	Phytochemical Compounds	Terpenoids	Triterpenoids (C30)	Dammarenes		Allobetulin;///Allobetulinol;///19beta,28-Epoxy-18alpha-oleanan-3beta-ol	C30H50O2	442.3811	442.7168		17396271	79776					
C15296	Lipids	PK  Polyketides	PK13 Aromatic polyketides	PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes		4,4'-Dinitrostilbene	C14H10N2O4	270.0641	270.2402		17396293	79798					
C15337	Compounds with Biological Roles	Steroids	27-Carbon atoms	Cholestane derivatives 		Allocholesterol;///Coprostenol;///3beta-Hydroxycholest-4-ene	C27H46O	386.3549	386.6535		17396334	79839	CHEMBL498629				
C15435	Pesticides	Pesticides	Insecticides	Acaricides		Fenbutatin oxide;///Bis[tris(2-methyl-2-phenylpropyl)tin]oxide	C60H78OSn2	1054.4097	1052.6807		17396432	39294					
C15441	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0102 Cholesteryl esters		Cholesteryl linoleate;///(Z,Z)-(3beta)-Cholest-5-en-3-ol 9,12-octadecadienoate	C45H76O2	648.5845	649.0837		17396438	41509		CLL			
C15457	Lipids	PK  Polyketides	PK13 Aromatic polyketides	PK1309 Diphenyl ethers, biphenyls, dibenzyls and stilbenes		trans-2-(4-Methoxyphenyl)-3-(4-nitrophenyl)oxirane;///trans-4-Methoxy-4'-nitrostilbene oxide	C15H13NO4	271.0845	271.268		17396454	79954					
C15469	Carcinogens	Group 2B: Possibly carcinogenic to humans	Compounds	C15469  Butylated hydroxyanisole		Butylated hydroxyanisole;///BHA;///Butylhydroxyanisole				Same as: D03201	17396466	76359					
C15470	Carcinogens	Group 2B: Possibly carcinogenic to humans	Compounds	C15470  Toxaphene		Toxaphene;///Camphechlor					17396467	77850					
C15470	Endocrine Disrupting Compounds	Pesticides and herbicides	Organochlorine pesticides	C15470  Toxaphene		Toxaphene;///Camphechlor					17396467	77850					
C15470	Pesticides	Obsolete pesticides	Insecticides	Organochlorine insecticides		Toxaphene;///Camphechlor					17396467	77850					
C15474	Target-based Classification of Compounds	Enzymes	Transferases	catechol O-methyltransferase 		Tropolone	C7H6O2	122.0368	122.1213		17396468	79966	CHEMBL121188	0TR			
C15475	Target-based Classification of Compounds	Enzymes	Transferases	catechol O-methyltransferase 		U 0521	C10H12O3	180.0786	180.2005		17396469	79967	CHEMBL353187				
C15476	Target-based Classification of Compounds	Enzymes	Oxidoreductases	monoamine oxidase B (MAO-B) 		Norselegiline	C12H15N	173.1204	173.2542		17396470	79968	CHEMBL145089				
C15477	Target-based Classification of Compounds	Enzymes	Transferases	catechol O-methyltransferase 		CGP 28014	C12H19N3O	221.1528	221.2988		17396471	79969					
C15478	Compounds with Biological Roles	Carbohydrates	Monosaccharides	Amino sugars 		D-Fucosamine;///2-Amino-2,6-dideoxy-D-galactose	C6H13NO4	163.0845	163.1717		17396472	79970					
C15479	Compounds with Biological Roles	Carbohydrates	Monosaccharides	Amino sugars 		D-Quinovosamine;///2-Amino-2,6-dideoxy-D-glucose	C6H13NO4	163.0845	163.1717		17396473	59276					
C15480	Compounds with Biological Roles	Carbohydrates	Monosaccharides	Amino sugars 		N-Acetyl-D-fucosamine;///2-Acetamido-2,6-dideoxy-D-galactose	C8H15NO5	205.095	205.2084		17396474	79971		49T			
C15481	Compounds with Biological Roles	Carbohydrates	Monosaccharides	Amino sugars 		N-Acetyl-D-quinovosamine;///2-Acetamido-2,6-dideoxy-D-glucose	C8H15NO5	205.095	205.2084		17396475	59277					
C15482	Compounds with Biological Roles	Antibiotics	Polyketides and nonribosomal peptides 	Non-ribosomal peptides		Bacitracin A	C66H103N17O16S	1421.7489	1422.6933		17396476	35862	CHEMBL1200558 CHEMBL1868381 CHEMBL4096945				
C15492	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0109 Retinoids		all-trans-13,14-Dihydroretinol;///13,14-Dihydroretinol	C20H32O	288.2453	288.4675		17396484	52075					
C15493	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0109 Retinoids		9-cis-Retinoic acid	C20H28O2	300.2089	300.4351	Same as: D02815	17396485	50648	CHEMBL705	9CR			
C15493	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Retinoic acid receptor		9-cis-Retinoic acid	C20H28O2	300.2089	300.4351	Same as: D02815	17396485	50648	CHEMBL705	9CR			
C15508	Carcinogens	Group 2B: Possibly carcinogenic to humans	Compounds	C15508  1,2-Propylene oxide		1,2-Epoxypropane;///1,2-Propylene oxide;///Propylene oxide	C3H6O	58.0419	58.0791	Same as: D09803	17396500	38685	CHEMBL2251584				
C15509	Lipids	PK  Polyketides	PK12 Flavonoids	PK1207 Pterocarpans		Glyceocarpin;///2-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan	C20H20O5	340.1311	340.3698		17396501	50118					
C15509	Phytochemical Compounds	Flavonoids	Isoflavonoids	Pterocarpans		Glyceocarpin;///2-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan	C20H20O5	340.1311	340.3698		17396501	50118					
C15510	Phytochemical Compounds	Flavonoids	Isoflavonoids	Pterocarpans		4-Glyceollidin;///4-Dimethylallylglycinol;///4-Dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan	C20H20O5	340.1311	340.3698		17396502	50036					
C15511	Lipids	PK  Polyketides	PK12 Flavonoids	PK1207 Pterocarpans		Glyceollin III	C20H18O5	338.1154	338.3539		17396503	52086	CHEMBL2229450				
C15511	Phytochemical Compounds	Flavonoids	Isoflavonoids	Pterocarpans		Glyceollin III	C20H18O5	338.1154	338.3539		17396503	52086	CHEMBL2229450				
C15515	Compounds with Biological Roles	Steroids	24-Carbon atoms	Cholane derivatives 		Murideoxycholic acid;///Murideoxycholate;///6beta-Hydroxylithocholate;///3alpha,6beta-Dihydroxy-5beta-cholanic acid	C24H40O4	392.2927	392.572		17396507	52030	CHEMBL272620				
C15517	Compounds with Biological Roles	Steroids	24-Carbon atoms	Cholane derivatives 		Hyodeoxycholate;///Hyodesoxycholic acid;///6alpha-Hydroxylithocholate;///Iodeoxycholic acid;///3alpha,6alpha-Dihydroxy-5beta-cholanic acid	C24H40O4	392.2927	392.572		17396509	52023	CHEMBL272621 CHEMBL3348977				
C15525	Phytochemical Compounds	Flavonoids	Flavonoids	Chalcones		Eriodictyol chalcone;///2',3,4,4',6'-Pentahydroxychalcone	C15H12O6	288.0634	288.2522		17396517	10836 48967	CHEMBL127409				
C15530	Phytochemical Compounds	Alkaloids	Alkaloids derived from tyrosine	Isoquinoline alkaloids		Corydaline;///(+)-Corydaline	C22H27NO4	369.194	369.4541		17396522	14027	CHEMBL2165401				
C15531	Phytochemical Compounds	Flavonoids	Flavonoids	Chalcones		2'-O-Methylisoliquiritigenin	C16H14O4	270.0892	270.28		17396523	519567	CHEMBL253777				
C15567	Phytochemical Compounds	Flavonoids	Isoflavonoids	Isoflavanones		2,7,4'-Trihydroxyisoflavanone;///2,4',7-Trihydroxyisoflavanone	C15H12O5	272.0685	272.2528		17396559	52047					
C15608	Phytochemical Compounds	Flavonoids	Flavonoids	Flavones		Flavone	C15H10O2	222.0681	222.2387		17396599	42491	CHEMBL275638	FLN			
C15610	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0101 Cholesterol and derivatives		Cholest-5-ene-3beta,26-diol;///Cholest-5-ene-3beta,27-diol;///26-Hydroxycholesterol;///27-Hydroxycholesterol	C27H46O2	402.3498	402.6529		17396601	17703	CHEMBL162044 CHEMBL3217768 CHEMBL353882				
C15610	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		Cholest-5-ene-3beta,26-diol;///Cholest-5-ene-3beta,27-diol;///26-Hydroxycholesterol;///27-Hydroxycholesterol	C27H46O2	402.3498	402.6529		17396601	17703	CHEMBL162044 CHEMBL3217768 CHEMBL353882				
C15610	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		Cholest-5-ene-3beta,26-diol;///Cholest-5-ene-3beta,27-diol;///26-Hydroxycholesterol;///27-Hydroxycholesterol	C27H46O2	402.3498	402.6529		17396601	17703	CHEMBL162044 CHEMBL3217768 CHEMBL353882				
C15612	Phytochemical Compounds	Alkaloids	Alkaloids derived from ornithine	Pyrrolizidine alkaloids		Senecionine N-oxide	C18H25NO6	351.1682	351.3942		17396603	52070	CHEMBL471683				
C15630	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		T 0901317;///T0901317	C17H12F9NO3S	481.0394	481.3327		17396620		CHEMBL62136	444			
C15630	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		T 0901317;///T0901317	C17H12F9NO3S	481.0394	481.3327		17396620		CHEMBL62136	444			
C15631	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		GW 3965	C33H31ClF3NO3	581.1945	582.0524		17396621	79995	CHEMBL59030	965			
C15631	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		GW 3965	C33H31ClF3NO3	581.1945	582.0524		17396621	79995	CHEMBL59030	965			
C15632	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		24(S),25-Epoxycholesterol	C27H44O2	400.3341	400.6371		17396622	41633	CHEMBL2362399 CHEMBL434302	CO1			
C15632	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		24(S),25-Epoxycholesterol	C27H44O2	400.3341	400.6371		17396622	41633	CHEMBL2362399 CHEMBL434302	CO1			
C15635	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		GW 4064;///GW-4064	C28H22Cl3NO4	541.0614	542.8376		17396625	79997	CHEMBL318457	64			
C15638	Compounds with Biological Roles	Steroids	19-Carbon atoms	Androstane derivatives 		3-Androstanol;///5alpha-Androstan-3alpha-ol;///Androstanol	C19H32O	276.2453	276.4568		17396628	79998	CHEMBL2311171				
C15649	Target-based Classification of Compounds	Nuclear receptors	Thyroid hormone like receptors	Liver X receptor like receptor		Fexaramine	C32H36N2O3	496.2726	496.6398		17396639	80003	CHEMBL192966				
C15670	Compounds with Biological Roles	Vitamins and Cofactors	Cofactors	Coenzymes 		Heme A	C49H56FeN4O6	852.3549	852.8371		47204997	36163					
C15672	Compounds with Biological Roles	Vitamins and Cofactors	Cofactors	Coenzymes 		Heme O	C49H58FeN4O5	838.3757	838.8536		47204998	24480					
C15694	Lipids	PK  Polyketides	PK04 Macrolides and lactone polyketides	C15694  Epothilone C		Epothilone C	C26H39NO5S	477.2549	477.6566		47205020	80029	CHEMBL319648				
C15713	Natural toxins	Cyanotoxins	Peptides	Others		Nodularin	C41H60N8O10	824.4432	824.9627		47205039	80043	CHEMBL108308				
C15720	Natural toxins	Cyanotoxins	Alkaloids	Others		Lyngbyatoxin;///Lyngbyatoxin A	C27H39N3O2	437.3042	437.6175		47205046	80050	CHEMBL581451				
C15740	Natural toxins	Fungal toxins	Mycotoxins	Others		Enniatin B	C33H57N3O9	639.4095	639.8204		47205066	64649	CHEMBL469036				
C15757	Natural toxins	Fungal toxins	Mycotoxins	Others		Enniatin B4;///Enniatin D	C34H59N3O9	653.4251	653.847		47205083	64650	CHEMBL446988				
C15773	Carcinogens	Group 2B: Possibly carcinogenic to humans	Compounds	C15773  Bleomycin		Bleomycin	C50H71N16O21S2R			Same as: D07535	47205099	3139					
C15776	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		4alpha-Methylfecosterol	C29H48O	412.3705	412.6908		47205102	80094					
C15777	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Episterol	C28H46O	398.3549	398.6642		47205103	50586					
C15778	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		5,7,24(28)-Ergostatrienol;///Ergosta-5,7,24(28)-trien-3beta-ol	C28H44O	396.3392	396.6484		47205104	80095					
C15780	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		5-Dehydroepisterol	C28H44O	396.3392	396.6484		47205105	52972					
C15781	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		24-Methylenecholesterol	C28H46O	398.3549	398.6642		47205106	19812	CHEMBL477971	94R			
C15782	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0104 Stigmasterols and C24-ethyl derivatives		Delta7-Avenasterol;///7-Dehydroavenasterol	C29H48O	412.3705	412.6908		47205107	80096					
C15783	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0104 Stigmasterols and C24-ethyl derivatives		5-Dehydroavenasterol	C29H46O	410.3549	410.6749		47205108	80097					
C15784	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Campest-4-en-3beta-ol;///(24R)-Ergost-4-en-3beta-ol	C28H48O	400.3705	400.6801		47205109	18535					
C15785	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Campest-4-en-3-one;///(24R)-Ergost-4-en-3-one	C28H46O	398.3549	398.6642		47205110	18534					
C15786	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		5alpha-Campestan-3-one;///(24R)-5alpha-Ergostan-3-one	C28H48O	400.3705	400.6801		47205111	18533					
C15787	Compounds with Biological Roles	Steroids	28-Carbon atoms	Campestane derivatives 		Campestanol;///5alpha-Campestanol;///(24R)-5alpha-Ergostan-3beta-ol	C28H50O	402.3862	402.696		47205112	36799					
C15788	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		6alpha-Hydroxycampestanol	C28H50O2	418.3811	418.6954		47205113						
C15789	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		6-Oxocampestanol	C28H48O2	416.3654	416.6795		47205114	20747					
C15789	Phytochemical Compounds	Terpenoids	Steroids	Ergostane		6-Oxocampestanol	C28H48O2	416.3654	416.6795		47205114	20747					
C15790	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Cathasterone	C28H48O3	432.3603	432.6789		47205115	23057					
C15790	Phytochemical Compounds	Terpenoids	Steroids	Ergostane		Cathasterone	C28H48O3	432.3603	432.6789		47205115	23057					
C15791	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Teasterone	C28H48O4	448.3553	448.6783		47205116	26863					
C15792	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		3-Dehydroteasterone	C28H46O4	446.3396	446.6624		47205117	20000					
C15793	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Typhasterol	C28H48O4	448.3553	448.6783		47205118	27173					
C15793	Phytochemical Compounds	Terpenoids	Steroids	Ergostane		Typhasterol	C28H48O4	448.3553	448.6783		47205118	27173					
C15794	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		Castasterone	C28H48O5	464.3502	464.6777		47205119	23051					
C15794	Phytochemical Compounds	Terpenoids	Steroids	Ergostane		Castasterone	C28H48O5	464.3502	464.6777		47205119	23051					
C15795	Phytochemical Compounds	Terpenoids	Steroids	Ergostane		22alpha-Hydroxy-campesterol;///(22S)-22-Hydroxy-campesterol	C28H48O2	416.3654	416.6795		47205120	72331					
C15796	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		22alpha-Hydroxy-campest-4-en-3-one;///(22S,24R)-22-Hydroxy-ergost-4 en-3-one	C28H46O2	414.3498	414.6636		47205121	72330					
C15797	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		22alpha-Hydroxy-5alpha-campestan-3-one;///(22S,24R)-22-Hydroxy-5alpha-ergostan-3-one	C28H48O2	416.3654	416.6795		47205122	59411					
C15798	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		6-Deoxocathasterone	C28H50O2	418.3811	418.6954		47205123	20714					
C15799	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		6-Deoxoteasterone	C28H50O3	434.376	434.6948		47205124	20716					
C15800	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		3-Dehydro-6-deoxoteasterone	C28H48O3	432.3603	432.6789		47205125	20710					
C15801	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		6-Deoxotyphasterol	C28H50O3	434.376	434.6948		47205126	20717					
C15802	Lipids	ST  Sterol Lipids	ST01 Sterols	ST0103 Ergosterols and C24-methyl derivatives		6-Deoxocastasterone	C28H50O4	450.3709	450.6942		47205127	20712					
C15848	Bioactive Peptides	Cardiovascular peptides	Angiotensin	C15848  Angiotensin III		Angiotensin III	C46H66N12O9	930.5076	931.0912		47205168		CHEMBL1702539				
C15848	Compounds with Biological Roles	Hormones and transmitters	Peptide hormones	Angiotensin 		Angiotensin III	C46H66N12O9	930.5076	931.0912		47205168		CHEMBL1702539				
C15849	Bioactive Peptides	Cardiovascular peptides	Angiotensin	C15849  Angiotensin IV		Angiotensin IV;///Angiotensin II, 1-des-asn-2-arg	C40H54N8O8	774.4065	774.9056		47205169	80127	CHEMBL261120				
C15849	Compounds with Biological Roles	Hormones and transmitters	Peptide hormones	Angiotensin 		Angiotensin IV;///Angiotensin II, 1-des-asn-2-arg	C40H54N8O8	774.4065	774.9056		47205169	80127	CHEMBL261120				
C15850	Bioactive Peptides	Cardiovascular peptides	Angiotensin	C15850  Angiotensin (1-7)		Angiotensin (1-7)	C41H62N12O11	898.4661	899.0048		47205170	55438	CHEMBL3545347				
C15851	Bioactive Peptides	Cardiovascular peptides	Angiotensin	C15851  Angiotensin (1-9)		Angiotensin (1-9)	C56H78N16O13	1182.5934	1183.3179		47205171	80128					
C15852	Bioactive Peptides	Cardiovascular peptides	Angiotensin	C15852  Angiotensin (1-5)		Angiotensin (1-5)	C30H48N8O9	664.3544	664.7503		47205172	80129					
C15855	Bioactive Peptides	Non-endocrine glands secretion peptides	Gut peptide	C15855  Apelin-13		Apelin-13					47205175	80131					
C15856	Bioactive Peptides	Non-endocrine glands secretion peptides	Gut peptide	C15856  Apelin-36		Apelin-36					47205176	80132					
C15857	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		9,9'-dicis-zeta-Carotene;///9,9'-Di-cis-zeta-carotene	C40H60	540.4695	540.9044		47205177	48716					
C15858	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		7,9,7',9'-tetracis-Lycopene;///7,9,7',9'-Tetra-cis-lycopene	C40H56	536.4382	536.8726		47205178	62466					
C15859	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		1'-Hydroxy-gamma-carotene	C40H58O	554.4488	554.8879		47205179	80133					
C15861	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		1'-Hydroxy-gamma-carotene glucoside	C46H68O6	716.5016	717.0285		47205181	80135					
C15863	Bioactive Peptides	Neuropeptides	Other neuropeptides	C15863  Cerebellin		Cerebellin					47205183	80137					
C15864	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		1'-Hydroxy-gamma-carotene glucoside ester	C47H67O7R				47205184	80138					
C15865	Bioactive Peptides	Neuropeptides	Feeding-related peptide	C15865  Neuromedin B		Neuromedin B;///NMB					47205185	80139					
C15866	Bioactive Peptides	Neuropeptides	Feeding-related peptide	C15866  Neuromedin C		Neuromedin C;///Gastrin-releasing peptide-10					47205186	80140					
C15867	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		3,4-Dehydrolycopene;///all-trans-3,4-Didehydrolycopene	C40H54	534.4226	534.8568		47205187	62474					
C15868	Bioactive Peptides	Neuropeptides	Neurotensin	C15868  Neuromedin N		Neuromedin N					47205188	80141					
C15869	Bioactive Peptides	Neuropeptides	Feeding-related peptide	C15869  Neuromedin U		Neuromedin U;///NMU					47205189	80142					
C15871	Bioactive Peptides	Neuropeptides	Endogenous opioid peptide	C15871  Nocistatin		Nocistatin					47205191	80143					
C15874	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		3,4-Dehydrorhodopin;///3,4-Didehydrorhodopin;///1-Hydroxy-3,4-didehydro-1,2-dihydrolycopene	C40H56O	552.4331	552.872		47205194	62481					
C15876	Bioactive Peptides	Calcium-regulating peptides	Others	C15876  Katacalcin		Katacalcin;///Calcitonin carboxyl-terminal flanking peptide;///Pdn-21					47205196	80147					
C15877	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Anhydrorhodovibrin	C41H58O	566.4488	566.8986		47205197	80148					
C15878	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Rhodovibrin	C41H60O2	584.4593	584.9139		47205198	80149					
C15879	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Hydroxyspirilloxanthin;///Monodemethyl spirilloxanthin	C41H58O2	582.4437	582.898		47205199	80150					
C15881	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Spirilloxanthin;///Rhodoviolascin	C42H60O2	596.4593	596.9246		47205201	35328					
C15884	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		2-Ketospirilloxanthin;///2-Oxospirilloxanthin	C42H58O3	610.4386	610.9081		47205204	64792					
C15885	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		2,2'-Diketospirilloxanthin;///2,2'-Dioxospirilloxanthin	C42H56O4	624.4179	624.8916		47205205	64793					
C15886	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		3,4-Dihydroanhydrorhodovibrin	C41H60O	568.4644	568.9145		47205206	80152					
C15887	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		3',4'-Dihydrorhodovibrin	C41H62O2	586.475	586.9298		47205207	80153					
C15888	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		3,4,3',4'-Tetrahydrospirilloxanthin	C42H64O2	600.4906	600.9564		47205208	80154					
C15890	Bioactive Peptides	Neuropeptides	Endogenous opioid peptide	C15890  Endomorphin-1		Endomorphin-1					47205210	80156					
C15890	Target-based Classification of Compounds	G Protein-coupled receptors	Rhodopsin family: peptide receptors	Opioid		Endomorphin-1					47205210	80156					
C15891	Bioactive Peptides	Neuropeptides	Endogenous opioid peptide	C15891  Endomorphin-2		Endomorphin-2					47205211	80157					
C15891	Target-based Classification of Compounds	G Protein-coupled receptors	Rhodopsin family: peptide receptors	Opioid		Endomorphin-2					47205211	80157					
C15892	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Chloroxanthin;///Hydroxyneurosporene	C40H60O	556.4644	556.9038		47205212	138077					
C15894	Target-based Classification of Compounds	G Protein-coupled receptors	Secretin family	Glucagon		Exendin-4				Same as: D04121	47205214	64073					
C15895	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		3,4-Dihydrospheroidene;///Methoxyneurosporene	C41H62O	570.4801	570.9304		47205215						
C15898	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Demethylspheroidene	C40H58O	554.4488	554.8879		47205217	62505					
C15900	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Spheroidene	C41H60O	568.4644	568.9145		47205219	35330					
C15901	Bioactive Peptides	Neuropeptides	Feeding-related peptide	C15901  Galanin		Galanin					47205220	80161					
C15902	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Hydroxyspheroidene	C41H62O2	586.475	586.9298		47205221	80162					
C15903	Lipids	PR  Prenol Lipids	PR01 Isoprenoids	PR0107 C40 isoprenoids (tetraterpenes)		Spheroidenone;///Spheroiden-2-one	C41H58O2	582.4437	582.898		47205222	62480					
